CustomerID,FirstName,LastName,Email,Phone,DateOfBirth,Gender,OrderDate,OrderTime,OrderSource,OrderType,DishOrdered,OrderAmount,FeedbackRating,FeedbackComments
81,FirstName81,LastName81,customer81@example.com,532-252-9955,07/11/1991,Female,10/09/2022,14:47:12,Website,Takeout,"Cordant Pinot Glass, Ketel One",32,2,Found the Ketel One lacking. It's just okay.
81,FirstName81,LastName81,customer81@example.com,532-252-9955,07/11/1991,Female,05/03/2022,10:27:22,DoorDash,Takeout,"Sauvignon Blanc - Unshackled - Glass, Merlot Duckhorn, Moscow Mule, Pinot Grigio - 14 Hands - Glass",112,1,The Moscow Mule really let me down. Not what I hoped for.
81,FirstName81,LastName81,customer81@example.com,532-252-9955,07/11/1991,Female,09/01/2022,18:19:48,Kiosk,Dine-in,"Moscow Mule, White Russian, Mojito Flight, El Jefe Dbl, HH Frozen Margarita Flight",88,3,"Mojito Flight was decent, but I've had better."
81,FirstName81,LastName81,customer81@example.com,532-252-9955,07/11/1991,Female,28/12/2021,15:16:21,Call-in,Takeout,Malibu Dbl,20,5,Amazing experience with Malibu Dbl. Highly recommend it.
82,FirstName82,LastName82,customer82@example.com,586-145-8650,19/11/1962,Other,22/10/2023,17:22:55,Call-in,Takeout,Don Julio Reposado,16,2,Found the Don Julio Reposado lacking. It's just okay.
82,FirstName82,LastName82,customer82@example.com,586-145-8650,19/11/1962,Other,07/07/2023,21:43:16,QR,Takeout,"HH Frozen Margaritas, Chardonnay - Patland - Bottle, Iced Tea, Courvoisier VS",76,3,Fair enough but Courvoisier VS didn't wow me.
82,FirstName82,LastName82,customer82@example.com,586-145-8650,19/11/1962,Other,27/01/2022,17:47:12,DoorDash,Takeout,"HH Voodoo Ranger, Cabernet - Sebastiani - Bottle, Ghost Rider, Paloma",70,5,Amazing experience with Ghost Rider. Highly recommend it.
82,FirstName82,LastName82,customer82@example.com,586-145-8650,19/11/1962,Other,20/01/2022,19:50:40,Kiosk,Dine-in,"Aviation Dbl, Larceny, Bombay Saphire",51,5,Aviation Dbl was exceptional! Loved every bit.
83,FirstName83,LastName83,customer83@example.com,185-512-5027,03/11/1957,Female,05/11/2023,13:26:11,POS,Dine-in,Remy Martin Louis,120,4,Remy Martin Louis was pretty good. Happy with it.
83,FirstName83,LastName83,customer83@example.com,185-512-5027,03/11/1957,Female,29/10/2023,16:02:31,Website,Delivery,"Chardonnay - Flights Founder's Label - Bottle, Bombay Sapphire Dbl",63,4,Enjoyed the Bombay Sapphire Dbl. Well-made and tasty.
83,FirstName83,LastName83,customer83@example.com,185-512-5027,03/11/1957,Female,15/09/2023,13:07:36,DoorDash,Delivery,"Casamigos Anejo Dbl, Bourbon Flight, Guinness, Tequila Flight",97,2,Bourbon Flight didn't excite me. It was just passable.
83,FirstName83,LastName83,customer83@example.com,185-512-5027,03/11/1957,Female,19/02/2023,18:30:56,Website,Takeout,"Jim Beam, Hennessy VS Dbl, Malibu Dbl",60,3,Fair enough but Jim Beam didn't wow me.
83,FirstName83,LastName83,customer83@example.com,185-512-5027,03/11/1957,Female,14/02/2023,21:02:53,QR,Takeout,Cabernet - Flights Founder's Label - Glass,10,3,"Cabernet - Flights Founder's Label - Glass was decent, but I've had better."
83,FirstName83,LastName83,customer83@example.com,185-512-5027,03/11/1957,Female,19/01/2022,15:26:47,Website,Delivery,Laphroaig Dbl,30,4,Enjoyed the Laphroaig Dbl. Well-made and tasty.
83,FirstName83,LastName83,customer83@example.com,185-512-5027,03/11/1957,Female,05/01/2022,14:41:00,POS,Dine-in,"Bird Dog, Hh Beer Flight, Roy Rogers, Titos, Bacardi Dbl",69,2,Found the Roy Rogers lacking. It's just okay.
85,FirstName85,LastName85,customer85@example.com,520-322-6936,02/08/1972,Other,24/03/2022,16:10:52,Call-in,Delivery,"Bombay Saphire, Courvoisier VSOP Dbl, Courvoisier VS, HH Hapa IPA",63,4,Really liked the Courvoisier VSOP Dbl. Quite satisfying.
86,FirstName86,LastName86,customer86@example.com,388-308-6208,18/06/1999,Male,07/10/2023,18:58:40,QR,Takeout,Courvoisier VS,12,5,Amazing experience with Courvoisier VS. Highly recommend it.
86,FirstName86,LastName86,customer86@example.com,388-308-6208,18/06/1999,Male,11/09/2023,19:50:26,Website,Takeout,Meyers Dark,12,5,Fantastic Meyers Dark! It exceeded all expectations.
86,FirstName86,LastName86,customer86@example.com,388-308-6208,18/06/1999,Male,01/09/2023,14:17:11,Kiosk,Takeout,"Captain Morgan, Sauvignon Blanc - Intrinsic - Glass, Hendricks Dbl",48,3,"Hendricks Dbl was decent, but I've had better."
86,FirstName86,LastName86,customer86@example.com,388-308-6208,18/06/1999,Male,09/06/2023,20:21:59,Call-in,Takeout,"Campbell Mud Pie, Hot Tea, Gin Flight",39,4,Enjoyed the Campbell Mud Pie. Well-made and tasty.
86,FirstName86,LastName86,customer86@example.com,388-308-6208,18/06/1999,Male,19/05/2023,19:22:46,Kiosk,Takeout,"Cast Iron Hash Flight, Voodoo Ranger",25.95,4,Voodoo Ranger was pretty good. Happy with it.
86,FirstName86,LastName86,customer86@example.com,388-308-6208,18/06/1999,Male,15/01/2023,14:18:44,POS,Takeout,"Ketel One Dbl, Titos Dbl, Cosmopolitan, Maker Mark, Cabernet - Sebastiani - Bottle",112,2,Found the Ketel One Dbl lacking. It's just okay.
86,FirstName86,LastName86,customer86@example.com,388-308-6208,18/06/1999,Male,21/12/2022,21:13:48,QR,Dine-in,"Well Tequila, Bluemoon, Cordant Syrah Glass Pandemonium",36,2,Well Tequila didn't excite me. It was just passable.
86,FirstName86,LastName86,customer86@example.com,388-308-6208,18/06/1999,Male,03/06/2022,18:07:23,POS,Takeout,Jim Beam Dbl,24,4,Really liked the Jim Beam Dbl. Quite satisfying.
86,FirstName86,LastName86,customer86@example.com,388-308-6208,18/06/1999,Male,07/03/2022,12:00:47,Kiosk,Dine-in,Mojito,12,5,Amazing experience with Mojito. Highly recommend it.
86,FirstName86,LastName86,customer86@example.com,388-308-6208,18/06/1999,Male,08/01/2022,11:28:42,Call-in,Takeout,"Mule Flight, Bulleit Bourbon Dbl, Hot Tea",53,1,The Bulleit Bourbon Dbl really let me down. Not what I hoped for.
86,FirstName86,LastName86,customer86@example.com,388-308-6208,18/06/1999,Male,13/12/2021,14:11:22,Website,Delivery,"Grey Goose, Chopin",25,5,Amazing experience with Chopin. Highly recommend it.
87,FirstName87,LastName87,customer87@example.com,191-986-3809,13/08/1960,Female,26/09/2023,21:03:25,QR,Dine-in,"Salad Flight, Well Tequila, Pinot Noir - Chalk Hill - Glass, Flights 3 Egg Omelet, Fettuccine Alfredo",74.85,1,Disappointed with Salad Flight. Had higher expectations.
87,FirstName87,LastName87,customer87@example.com,191-986-3809,13/08/1960,Female,29/05/2023,18:18:37,QR,Dine-in,"Caesar Salad, Bada Bing",19.95,1,Disappointed with Caesar Salad. Had higher expectations.
87,FirstName87,LastName87,customer87@example.com,191-986-3809,13/08/1960,Female,14/03/2023,18:38:30,DoorDash,Delivery,"Beignet Flight, Macallan Dbl, Sauvignon Blanc - Simi, Gin Flight, Chardonnay - Patland - Glass",89.95,2,Found the Sauvignon Blanc - Simi lacking. It's just okay.
87,FirstName87,LastName87,customer87@example.com,191-986-3809,13/08/1960,Female,19/01/2023,19:45:17,QR,Takeout,"Salad Flight, Cazadores Reposado, Tequila Flight, Hardy Legend",68.95,3,Average experience with Cazadores Reposado. Nothing special.
87,FirstName87,LastName87,customer87@example.com,191-986-3809,13/08/1960,Female,15/11/2022,12:16:03,Kiosk,Takeout,Taco Flight,17.95,4,Enjoyed the Taco Flight. Well-made and tasty.
87,FirstName87,LastName87,customer87@example.com,191-986-3809,13/08/1960,Female,21/09/2022,16:12:09,Kiosk,Takeout,"Chardonnay - Hess - Glass, Well Vodka, Jim Beam Dbl, Miracle on the Hudson",73,5,Fantastic Chardonnay - Hess - Glass! It exceeded all expectations.
87,FirstName87,LastName87,customer87@example.com,191-986-3809,13/08/1960,Female,06/09/2022,16:57:09,Kiosk,Dine-in,"Martini, Well Rum, Blantons, Bulliet Rye Dbl, Pinot Grigio - 14 Hands - Glass",78,3,"Pinot Grigio - 14 Hands - Glass was decent, but I've had better."
87,FirstName87,LastName87,customer87@example.com,191-986-3809,13/08/1960,Female,22/07/2022,18:42:03,Website,Delivery,"Johnnie Walker Black Dbl, Caprese Salad",38.95,5,Caprese Salad was exceptional! Loved every bit.
87,FirstName87,LastName87,customer87@example.com,191-986-3809,13/08/1960,Female,17/04/2022,13:41:21,Call-in,Delivery,"Malibu Dbl, Skewer Flight, Mojito, Sierra Hazy, Monkey Shoulder Dbl",93.95,5,Fantastic Sierra Hazy! It exceeded all expectations.
87,FirstName87,LastName87,customer87@example.com,191-986-3809,13/08/1960,Female,27/12/2021,11:51:39,Call-in,Delivery,"Skewer Flight, Maker Mark, Cabernet - Chateau Michelle - Glass, Meyers Dark",59.95,1,Disappointed with Meyers Dark. Had higher expectations.
88,FirstName88,LastName88,customer88@example.com,774-313-2498,23/05/1958,Female,11/08/2023,15:38:16,POS,Dine-in,"HH Mojito Flight, MODELO, Captain Morgan Dbl",47,3,"MODELO was decent, but I've had better."
88,FirstName88,LastName88,customer88@example.com,774-313-2498,23/05/1958,Female,24/07/2023,13:27:34,Kiosk,Takeout,"Elysian Space Dust, Don Julio Blanco, Bada Bing, Casamigos Mezcal Dbl",60,2,Found the Elysian Space Dust lacking. It's just okay.
88,FirstName88,LastName88,customer88@example.com,774-313-2498,23/05/1958,Female,15/07/2023,15:12:02,DoorDash,Delivery,"Hennessy VS, Woodford Reserve",30,2,Hennessy VS was mediocre. Could be much better.
88,FirstName88,LastName88,customer88@example.com,774-313-2498,23/05/1958,Female,09/05/2023,15:40:39,Website,Delivery,"Courvoisier VS Dbl, Side Pancake, Bulleit Bourbon",43,4,Bulleit Bourbon was pretty good. Happy with it.
88,FirstName88,LastName88,customer88@example.com,774-313-2498,23/05/1958,Female,05/10/2022,18:19:14,Website,Delivery,"Aviation Dbl, Grapefruit Rattler, Bud Light, Butter Pasta, Beignet Flight",57.95,5,Aviation Dbl was exceptional! Loved every bit.
88,FirstName88,LastName88,customer88@example.com,774-313-2498,23/05/1958,Female,16/08/2022,16:10:23,QR,Dine-in,"Patron Reposado Dbl, Blantons Dbl, White Russian",73,1,The Blantons Dbl really let me down. Not what I hoped for.
88,FirstName88,LastName88,customer88@example.com,774-313-2498,23/05/1958,Female,28/06/2022,20:18:40,Kiosk,Dine-in,"HH Mojito Flight, Roy Rogers, HH Mimosa Flight, Mile High",48,5,Amazing experience with HH Mimosa Flight. Highly recommend it.
88,FirstName88,LastName88,customer88@example.com,774-313-2498,23/05/1958,Female,10/05/2022,20:26:52,Kiosk,Takeout,"Brownie Bomber, Tasting Wine Flight, Casamigos Anejo, Well Rum Dbl, Meyers Dark Dbl",98.95,4,Brownie Bomber was pretty good. Happy with it.
88,FirstName88,LastName88,customer88@example.com,774-313-2498,23/05/1958,Female,09/05/2022,12:34:11,Call-in,Delivery,"Wedge Salad, Don Julio 1942, Chopin Dbl",68.95,2,Don Julio 1942 didn't excite me. It was just passable.
88,FirstName88,LastName88,customer88@example.com,774-313-2498,23/05/1958,Female,20/02/2022,17:00:36,Website,Delivery,HH Hapa IPA,5,3,Fair enough but HH Hapa IPA didn't wow me.
88,FirstName88,LastName88,customer88@example.com,774-313-2498,23/05/1958,Female,15/01/2022,19:40:18,DoorDash,Takeout,"Don Julio 70, Merlot Duckhorn, Hennessy OX Dbl, Wedge Salad, Johnnie Walker Black Dbl",167.95,2,Wedge Salad didn't excite me. It was just passable.
89,FirstName89,LastName89,customer89@example.com,453-531-8610,05/08/1967,Other,05/03/2022,19:10:11,QR,Takeout,"Old Fashioned Flight, HH Margarita Flight, Hot Tea, HH Blue Moon, HH Mimosa Flight",62,3,Fair enough but HH Margarita Flight didn't wow me.
90,FirstName90,LastName90,customer90@example.com,897-830-2464,21/07/1983,Female,12/09/2023,17:05:25,Website,Delivery,"Meyers Dark, HH 805, Stella, Jim Beam Dbl, Remy Martin Louis",168,1,Disappointed with HH 805. Had higher expectations.
90,FirstName90,LastName90,customer90@example.com,897-830-2464,21/07/1983,Female,16/08/2023,14:36:57,QR,Takeout,"Casamigos Reposado, Hot Tea, Cabernet - Patland, Bird Dog",83,2,Found the Cabernet - Patland lacking. It's just okay.
90,FirstName90,LastName90,customer90@example.com,897-830-2464,21/07/1983,Female,26/05/2023,16:04:11,POS,Takeout,"Cabernet - Flights Founder's Label - Bottle, Jim Beam",49,3,"Cabernet - Flights Founder's Label - Bottle was decent, but I've had better."
90,FirstName90,LastName90,customer90@example.com,897-830-2464,21/07/1983,Female,20/11/2022,19:19:44,Website,Takeout,"Paloma, Absolut Citrus Dbl, Beef Slider",47,5,Beef Slider was exceptional! Loved every bit.
90,FirstName90,LastName90,customer90@example.com,897-830-2464,21/07/1983,Female,15/09/2022,13:07:45,POS,Takeout,"Clase Azul Reposado Dbl, Wedge Salad, Aviation Dbl",92.95,2,Found the Clase Azul Reposado Dbl lacking. It's just okay.
90,FirstName90,LastName90,customer90@example.com,897-830-2464,21/07/1983,Female,24/08/2022,20:32:29,DoorDash,Takeout,"HH Hapa IPA, Well Rum, Glenlivet 12 Years",31,1,The Glenlivet 12 Years really let me down. Not what I hoped for.
90,FirstName90,LastName90,customer90@example.com,897-830-2464,21/07/1983,Female,15/07/2022,20:11:59,QR,Takeout,"Pinot Noir - Josh - Bottle, Ketel One, Laphroaig",66,1,Disappointed with Pinot Noir - Josh - Bottle. Had higher expectations.
90,FirstName90,LastName90,customer90@example.com,897-830-2464,21/07/1983,Female,25/04/2022,9:38:22,Call-in,Takeout,"Patron Anejo Dbl, Basil Hayden, Tempranillo - The Fabliest - Glass",58,5,Fantastic Tempranillo - The Fabliest - Glass! It exceeded all expectations.
90,FirstName90,LastName90,customer90@example.com,897-830-2464,21/07/1983,Female,08/04/2022,13:29:46,Call-in,Takeout,"Old Fashioned Flight, Larceny, Blantons Dbl, 805, Courvoisier VSOP Dbl",113,2,Larceny was mediocre. Could be much better.
90,FirstName90,LastName90,customer90@example.com,897-830-2464,21/07/1983,Female,23/03/2022,12:37:21,Kiosk,Dine-in,"Corkage Fee, Wednesday Wings 6 , Pancake Flight",33.95,1,Disappointed with Wednesday Wings 6. Had higher expectations.
91,FirstName91,LastName91,customer91@example.com,467-499-8588,18/10/1994,Female,16/07/2023,12:51:33,Website,Delivery,"Hardy Legend Dbl, Beef Slider, Pinot Noir - Chalk Hill - Bottle",81,3,"Pinot Noir - Chalk Hill - Bottle was decent, but I've had better."
91,FirstName91,LastName91,customer91@example.com,467-499-8588,18/10/1994,Female,10/07/2023,12:58:50,QR,Takeout,"Salad Flight, 12 Oz New York Steak, Casamigos Reposado, Bada Bing",77.9,5,12 Oz New York Steak was exceptional! Loved every bit.
91,FirstName91,LastName91,customer91@example.com,467-499-8588,18/10/1994,Female,23/09/2022,13:58:41,POS,Dine-in,"Casamigos Reposado Dbl, Cabernet - Chateau Michelle - Bottle, Orange Juice, Tequila Flight, Macaroni & Cheese",115,4,Really liked the Orange Juice. Quite satisfying.
91,FirstName91,LastName91,customer91@example.com,467-499-8588,18/10/1994,Female,06/09/2022,16:27:00,Call-in,Delivery,"Hot Tea, 805",8,1,Disappointed with 805. Had higher expectations.
91,FirstName91,LastName91,customer91@example.com,467-499-8588,18/10/1994,Female,03/09/2022,18:12:38,Website,Delivery,"Hapas ipa, Well Rum, Absolut Citrus Dbl, White Wine Flight",68,4,Well Rum was pretty good. Happy with it.
91,FirstName91,LastName91,customer91@example.com,467-499-8588,18/10/1994,Female,20/07/2022,17:14:56,Call-in,Takeout,"Well Gin Dbl, HH Old Fashioned Flight, Jack Daniels, HH Voodoo Ranger, Mojito",66,4,HH Voodoo Ranger was pretty good. Happy with it.
91,FirstName91,LastName91,customer91@example.com,467-499-8588,18/10/1994,Female,29/05/2022,12:11:37,QR,Dine-in,"Breakfast Burrito, Cazadores Reposado Dbl, Pineapple Juice",45.95,2,Found the Cazadores Reposado Dbl lacking. It's just okay.
91,FirstName91,LastName91,customer91@example.com,467-499-8588,18/10/1994,Female,19/04/2022,21:23:17,QR,Takeout,Hardy Legend Dbl,26,4,Really liked the Hardy Legend Dbl. Quite satisfying.
91,FirstName91,LastName91,customer91@example.com,467-499-8588,18/10/1994,Female,27/01/2022,9:29:39,DoorDash,Delivery,"Chardonnay - Hess - Bottle, Moscow Mule, Tequila Flight",81,1,Disappointed with Chardonnay - Hess - Bottle. Had higher expectations.
91,FirstName91,LastName91,customer91@example.com,467-499-8588,18/10/1994,Female,20/01/2022,20:42:03,Call-in,Delivery,"Bluemoon, Jack Daniels Dbl, Cabernet - Josh Hearth - Glass",42,2,Cabernet - Josh Hearth - Glass was mediocre. Could be much better.
91,FirstName91,LastName91,customer91@example.com,467-499-8588,18/10/1994,Female,07/12/2021,11:03:16,POS,Dine-in,"Side Egg, Iced Tea, Glenlivet 12 Years, Bird Dog, Grey Goose Dbl",61,1,The Iced Tea really let me down. Not what I hoped for.
92,FirstName92,LastName92,customer92@example.com,534-668-4208,07/05/1987,Other,20/02/2023,16:06:11,Call-in,Delivery,"Coke, Chicken Wing Flight, HH Mule Flight, Bombay Saphire, Casamigos Mezcal Dbl",83.95,1,Disappointed with HH Mule Flight. Had higher expectations.
92,FirstName92,LastName92,customer92@example.com,534-668-4208,07/05/1987,Other,18/01/2023,18:59:18,DoorDash,Takeout,"Patron Silver, Draks, Bluemoon, Side Pancake, Butter Pasta",41,3,Fair enough but Butter Pasta didn't wow me.
92,FirstName92,LastName92,customer92@example.com,534-668-4208,07/05/1987,Other,08/11/2022,18:07:34,QR,Dine-in,"Casamigos Mezcal, Ketel One Dbl, Chicken Wing Flight, Monkey Shoulder",77.95,5,Fantastic Monkey Shoulder! It exceeded all expectations.
92,FirstName92,LastName92,customer92@example.com,534-668-4208,07/05/1987,Other,12/10/2022,11:36:14,Call-in,Takeout,Bombay Sapphire Dbl,24,4,Bombay Sapphire Dbl was pretty good. Happy with it.
92,FirstName92,LastName92,customer92@example.com,534-668-4208,07/05/1987,Other,17/09/2022,13:50:26,QR,Dine-in,"Hornitos Blanco, Bird Dog, Bombay Sapphire Dbl",50,4,Enjoyed the Hornitos Blanco. Well-made and tasty.
92,FirstName92,LastName92,customer92@example.com,534-668-4208,07/05/1987,Other,12/09/2022,19:26:31,POS,Dine-in,"Captain Morgan, Sauvignon Blanc - Intrinsic - Bottle",54,4,Captain Morgan was pretty good. Happy with it.
92,FirstName92,LastName92,customer92@example.com,534-668-4208,07/05/1987,Other,27/04/2022,20:31:01,Kiosk,Dine-in,"Courvoisier VSOP Dbl, Voodoo Ranger, Well Bourbon",54,3,Average experience with Voodoo Ranger. Nothing special.
92,FirstName92,LastName92,customer92@example.com,534-668-4208,07/05/1987,Other,07/04/2022,13:31:51,DoorDash,Takeout,"Aviation, Cordant Pinot, HH Bloody Mary Flight, Wedge Salad, Chardonnay - Hess - Glass",128.95,4,Enjoyed the Cordant Pinot. Well-made and tasty.
92,FirstName92,LastName92,customer92@example.com,534-668-4208,07/05/1987,Other,02/03/2022,10:37:08,DoorDash,Takeout,"Sauvignon Blanc - Unshackled - Glass, Rose - The Fabliest - Bottle, Patron Silver, Morena Mia",68,4,Really liked the Sauvignon Blanc - Unshackled - Glass. Quite satisfying.
92,FirstName92,LastName92,customer92@example.com,534-668-4208,07/05/1987,Other,26/11/2021,13:35:11,Website,Delivery,"Patron Anejo, HH Mojito Flight, Elysian Space Dust",36,4,Really liked the Patron Anejo. Quite satisfying.
93,FirstName93,LastName93,customer93@example.com,409-675-9639,16/06/1989,Other,23/12/2022,10:11:53,POS,Takeout,Fettuccine Alfredo,18.95,5,Fantastic Fettuccine Alfredo! It exceeded all expectations.
93,FirstName93,LastName93,customer93@example.com,409-675-9639,16/06/1989,Other,17/10/2022,15:56:24,Website,Takeout,"Stella, Don Julio Anejo Dbl, Classic Breakfast, HH Gin Flight",71.95,4,Stella was pretty good. Happy with it.
93,FirstName93,LastName93,customer93@example.com,409-675-9639,16/06/1989,Other,27/09/2022,16:35:35,QR,Takeout,Old Fashioned,12,4,Old Fashioned was pretty good. Happy with it.
93,FirstName93,LastName93,customer93@example.com,409-675-9639,16/06/1989,Other,13/08/2022,11:11:01,Call-in,Delivery,"Tanqueray Dbl, Cordant Pinot",100,4,Enjoyed the Tanqueray Dbl. Well-made and tasty.
93,FirstName93,LastName93,customer93@example.com,409-675-9639,16/06/1989,Other,14/06/2022,20:26:08,POS,Dine-in,"Casamigos Blanco, Lemonade",18,3,Average experience with Casamigos Blanco. Nothing special.
93,FirstName93,LastName93,customer93@example.com,409-675-9639,16/06/1989,Other,27/03/2022,12:49:11,QR,Takeout,"Well Vodka Dbl, Courvoisier VSOP, Pinot Grigio - 14 Hands - Bottle",85,4,Really liked the Courvoisier VSOP. Quite satisfying.
93,FirstName93,LastName93,customer93@example.com,409-675-9639,16/06/1989,Other,16/03/2022,11:15:12,POS,Takeout,"Pinot Noir - Chalk Hill - Glass, Chardonnay - Patland - Glass, Monkey Shoulder Dbl",58,4,Monkey Shoulder Dbl was pretty good. Happy with it.
93,FirstName93,LastName93,customer93@example.com,409-675-9639,16/06/1989,Other,04/12/2021,10:47:18,QR,Dine-in,Basil Hayden Dbl,32,2,Basil Hayden Dbl was mediocre. Could be much better.
94,FirstName94,LastName94,customer94@example.com,199-511-9314,07/11/1982,Other,29/07/2023,12:49:59,DoorDash,Delivery,"Whistle Pig Rye, Manhattan, Red Wine Flight, Malibu Dbl, Cabernet - Flights Founder's Label - Bottle",112,5,Fantastic Red Wine Flight! It exceeded all expectations.
94,FirstName94,LastName94,customer94@example.com,199-511-9314,07/11/1982,Other,17/04/2023,11:04:19,Kiosk,Takeout,"Bacardi, Frangelico Dbl",34,2,Frangelico Dbl didn't excite me. It was just passable.
94,FirstName94,LastName94,customer94@example.com,199-511-9314,07/11/1982,Other,09/12/2022,16:05:04,DoorDash,Takeout,"Heineken 0.0, Cordant Pinot Glass, 6 Oz N.Y. Steak & Eggs",44.95,4,Really liked the Cordant Pinot Glass. Quite satisfying.
94,FirstName94,LastName94,customer94@example.com,199-511-9314,07/11/1982,Other,07/09/2022,9:35:58,Call-in,Delivery,"Orange Juice, 805",12,5,Fantastic Orange Juice! It exceeded all expectations.
94,FirstName94,LastName94,customer94@example.com,199-511-9314,07/11/1982,Other,26/08/2022,19:37:32,POS,Dine-in,"Pineapple Juice, Casamigos Mezcal, Ginger Beer, Lemonade, Morena Mia",35,1,Unsatisfactory experience with Pineapple Juice. Needs improvement.
94,FirstName94,LastName94,customer94@example.com,199-511-9314,07/11/1982,Other,27/07/2022,10:02:28,Kiosk,Takeout,"Glenlivet 12 Years, HH White Wine Flight, Patron Silver Dbl",54,3,Average experience with HH White Wine Flight. Nothing special.
94,FirstName94,LastName94,customer94@example.com,199-511-9314,07/11/1982,Other,04/03/2022,20:38:58,Call-in,Delivery,"Johnnie Walker Black Dbl, Cabernet - Caymus, Casamigos Blanco, Cordant Pinot Glass, Martini",182,1,The Johnnie Walker Black Dbl really let me down. Not what I hoped for.
94,FirstName94,LastName94,customer94@example.com,199-511-9314,07/11/1982,Other,23/02/2022,9:50:45,POS,Takeout,"Morena Mia, Don Julio 70 Dbl",41,4,Really liked the Don Julio 70 Dbl. Quite satisfying.
94,FirstName94,LastName94,customer94@example.com,199-511-9314,07/11/1982,Other,12/01/2022,17:41:03,Kiosk,Dine-in,Empress,14,2,Found the Empress lacking. It's just okay.
95,FirstName95,LastName95,customer95@example.com,307-175-2436,18/11/1978,Male,12/09/2023,18:02:44,POS,Dine-in,"Wedge Salad, White Russian, Hendricks Dbl, Cabernet - Chateau Michelle - Bottle, Hornitos Blanco Dbl",118.95,5,Amazing experience with Cabernet - Chateau Michelle - Bottle. Highly recommend it.
95,FirstName95,LastName95,customer95@example.com,307-175-2436,18/11/1978,Male,29/03/2023,18:05:45,QR,Dine-in,"Hennessy VS Dbl, Lemonade, Chardonnay - Ste Chateau Michelle - Bottle, Hardy Legend Dbl",103,2,Found the Chardonnay - Ste Chateau Michelle - Bottle lacking. It's just okay.
95,FirstName95,LastName95,customer95@example.com,307-175-2436,18/11/1978,Male,17/06/2022,10:09:49,Kiosk,Dine-in,"Casamigos Mezcal, Sauvignon Blanc - Unshackled - Bottle, Two Beef Tacos, I Heart Prosecco - Glass",77,4,Sauvignon Blanc - Unshackled - Bottle was pretty good. Happy with it.
95,FirstName95,LastName95,customer95@example.com,307-175-2436,18/11/1978,Male,15/05/2022,21:22:20,POS,Takeout,"Side Bacon, Mac & Cheese Flight, Bada Bing, Side Fries",35.95,3,Average experience with Side Fries. Nothing special.
95,FirstName95,LastName95,customer95@example.com,307-175-2436,18/11/1978,Male,07/04/2022,19:14:05,Kiosk,Dine-in,"HH Old Fashion Flight, Cazadores Reposado Dbl, Blantons, White Russian, Classic Breakfast",85.95,1,Unsatisfactory experience with Classic Breakfast. Needs improvement.
95,FirstName95,LastName95,customer95@example.com,307-175-2436,18/11/1978,Male,02/03/2022,20:23:13,Call-in,Takeout,"Woodford Reserve Dbl, Hardy Legend Dbl",58,5,Woodford Reserve Dbl was exceptional! Loved every bit.
95,FirstName95,LastName95,customer95@example.com,307-175-2436,18/11/1978,Male,08/01/2022,9:56:10,DoorDash,Takeout,"Larceny, Two Beef Tacos, Chardonnay - Ste Chateau Michelle - Glass, Casamigos Blanco, Flights Burger",68.95,1,Unsatisfactory experience with Two Beef Tacos. Needs improvement.
96,FirstName96,LastName96,customer96@example.com,317-334-6148,28/07/1994,Other,30/06/2023,20:25:32,Website,Delivery,Jim Beam Dbl,24,1,Disappointed with Jim Beam Dbl. Had higher expectations.
96,FirstName96,LastName96,customer96@example.com,317-334-6148,28/07/1994,Other,23/04/2023,11:27:01,POS,Dine-in,"Pinot Noir - Chalk Hill - Bottle, Sierra Hazy, Mile High",67,4,Pinot Noir - Chalk Hill - Bottle was pretty good. Happy with it.
96,FirstName96,LastName96,customer96@example.com,317-334-6148,28/07/1994,Other,07/04/2023,18:07:03,Kiosk,Takeout,Sierra Hazy,8,4,Enjoyed the Sierra Hazy. Well-made and tasty.
96,FirstName96,LastName96,customer96@example.com,317-334-6148,28/07/1994,Other,18/03/2023,16:41:34,Call-in,Delivery,"Glenlivet 12 years Dbl, Bulliet Rye",43,5,Fantastic Glenlivet 12 years Dbl! It exceeded all expectations.
96,FirstName96,LastName96,customer96@example.com,317-334-6148,28/07/1994,Other,20/02/2023,17:15:50,DoorDash,Takeout,"Bombay Sapphire Dbl, Bloody Mary, Beef Slider",46,1,The Beef Slider really let me down. Not what I hoped for.
96,FirstName96,LastName96,customer96@example.com,317-334-6148,28/07/1994,Other,11/11/2022,14:37:47,DoorDash,Delivery,Frozen Margarita Flight,24,5,Amazing experience with Frozen Margarita Flight. Highly recommend it.
96,FirstName96,LastName96,customer96@example.com,317-334-6148,28/07/1994,Other,19/10/2022,13:01:18,POS,Dine-in,"Mimosa, Martini Flight, Casamigos Mezcal Dbl",66,5,Fantastic Mimosa! It exceeded all expectations.
96,FirstName96,LastName96,customer96@example.com,317-334-6148,28/07/1994,Other,30/03/2022,13:04:12,Website,Delivery,"Oban, Ginger Beer, Draks",27,5,Amazing experience with Oban. Highly recommend it.
96,FirstName96,LastName96,customer96@example.com,317-334-6148,28/07/1994,Other,24/01/2022,20:27:29,POS,Takeout,"HH Tasting Wine Flight, Cast Iron Hash Flight, Caesar Salad, Sauvignon Blanc - Unshackled - Bottle",86.9,2,Cast Iron Hash Flight was mediocre. Could be much better.
